vendor_id,vendor_name,capacity_contract_ratio,subcontract_share,yard_footprint_log,tech_staff_per_m,jqs_depth,expat_ratio,ncdf_compliance,prior_delivery,is_front
V0765,Beacon Industrial Systems Ltd.,1.163,0.568,2.956,1.346,0.0,0.013,0.982,1.0,1
V0766,Escravos Process Partners Ltd.,0.948,0.298,3.802,4.188,4.096,0.196,0.825,2.0,0
V0767,Qua Iboe Oilfield Nig. Ltd.,0.39,0.723,2.829,0.079,0.0,0.623,0.527,1.0,1
V0768,Warri Engineering Systems Ltd.,0.748,0.697,2.6,2.602,6.102,0.308,0.491,6.0,0
V0769,Vanguard Petroleum Partners Ltd.,0.861,0.279,2.87,1.793,9.216,0.253,1.0,3.0,0
V0770,Riverside Offshore Group Ltd.,0.785,0.3,2.282,1.054,0.0,0.592,0.782,3.0,1
V0771,Bayelsa Fabrication Services Ltd.,0.453,0.825,3.289,1.816,9.773,0.398,0.908,9.0,0
V0772,Harcourt Subsea Systems Ltd.,1.296,0.44,4.329,1.974,8.226,0.336,0.564,4.0,0
V0773,Trident Pipeline Group Ltd.,1.161,0.691,4.38,2.165,8.869,0.355,0.493,4.0,1
V0774,Warri Oilfield Partners Ltd.,1.046,0.61,4.193,2.074,9.113,0.172,0.922,4.0,1
V0775,Summit Pipeline Group Ltd.,1.012,0.954,3.263,2.871,10.437,0.351,0.903,0.0,1
V0776,Brass Maritime Systems Ltd.,0.722,0.625,2.865,2.676,8.857,0.253,0.515,0.0,0
V0777,Qua Iboe Subsea Partners Ltd.,1.439,0.153,2.618,4.013,9.445,0.139,0.867,7.0,0
V0778,Eastport Oilfield Ltd.,0.506,0.595,3.593,2.09,7.197,0.206,0.839,3.0,0
V0779,Onne Subsea Partners Ltd.,0.05,0.617,4.053,2.156,9.607,0.183,0.312,4.0,1
V0780,Westfield Engineering Partners Ltd.,0.137,0.642,1.696,2.542,2.378,0.279,0.774,2.0,0
V0781,Bayelsa Fabrication Systems Ltd.,0.216,0.213,2.331,2.861,2.303,0.287,0.893,2.0,0
V0782,Warri Oilfield Nig. Ltd.,1.439,0.623,2.887,2.897,11.566,0.327,0.716,1.0,0
V0783,Escravos Technical Group Ltd.,0.512,0.785,3.491,0.339,5.236,0.425,0.593,1.0,1
V0784,Harcourt Drilling Services Ltd.,1.359,0.43,3.263,2.874,6.001,0.0,0.57,4.0,0
V0785,Coastline Process Services Ltd.,0.287,0.256,2.425,1.097,7.913,0.351,0.532,3.0,0
V0786,Atlas Process Nig. Ltd.,0.05,0.964,2.103,2.638,1.956,0.544,0.454,0.0,1
V0787,Onne Petroleum Company Ltd.,0.931,0.361,4.027,2.461,9.916,0.088,0.751,3.0,0
V0788,Primewell Engineering Solutions Ltd.,1.159,0.274,2.966,1.399,10.439,0.192,0.642,5.0,0
V0789,Seabright Drilling Company Ltd.,0.615,0.448,2.934,2.447,4.523,0.322,0.681,0.0,0
V0790,Gulf Pipeline Group Ltd.,1.901,0.522,2.614,3.686,0.0,0.241,0.686,0.0,0
V0791,Anchor Energy Ltd.,0.689,0.362,4.25,3.196,5.34,0.153,1.0,2.0,0
V0792,Atlas Engineering Ltd.,0.995,0.692,2.208,0.0,3.4,0.201,1.0,2.0,0
V0793,Trident Fabrication Ltd.,0.261,0.399,2.529,2.56,8.16,0.242,0.765,3.0,0
V0794,Riverside Fabrication Partners Ltd.,0.697,0.478,4.058,2.912,5.35,0.241,0.577,7.0,0
V0795,Niger Energy Services Ltd.,0.792,0.0,2.259,3.451,9.359,0.318,0.772,3.0,0
V0796,Brass Integrated Services Ltd.,0.05,0.848,2.952,0.779,4.324,0.232,0.618,3.0,1
V0797,Northgate Technical Partners Ltd.,1.807,0.396,3.524,1.797,10.207,0.136,0.863,8.0,0
V0798,Brass Fabrication Group Ltd.,0.05,0.903,4.307,1.449,3.143,0.493,0.536,3.0,1
V0799,Gulf Integrated Nig. Ltd.,1.151,0.625,2.947,3.202,8.59,0.308,0.542,6.0,0
V0800,Anchor Process Systems Ltd.,0.05,0.202,4.149,4.88,0.0,0.275,0.649,6.0,0
V0801,Meridian Integrated Group Ltd.,0.454,0.535,3.301,2.884,11.016,0.201,0.774,1.0,0
V0802,Trident Oilfield Solutions Ltd.,0.966,0.336,2.074,2.247,5.409,0.345,0.71,4.0,0
V0803,Primewell Industrial Company Ltd.,0.598,0.439,3.592,1.827,7.753,0.234,0.948,1.0,0
V0804,Summit Engineering Partners Ltd.,0.55,0.785,2.776,3.712,5.608,0.44,0.857,2.0,1
V0805,Meridian Energy Group Ltd.,1.232,0.416,4.106,2.305,8.153,0.0,0.8,0.0,0
V0806,Primewell Subsea Group Ltd.,0.724,0.433,3.575,2.954,5.19,0.457,0.785,5.0,1
V0807,Delta Marine Group Ltd.,0.546,0.636,4.793,2.914,10.112,0.371,0.855,4.0,0
V0808,Forcados Process Company Ltd.,0.415,0.295,3.897,3.108,11.721,0.344,0.549,7.0,0
V0809,Primewell Industrial Ltd.,1.864,0.611,4.021,2.092,3.099,0.322,0.538,4.0,0
V0810,Primewell Maritime Solutions Ltd.,0.372,0.269,3.726,0.0,8.55,0.198,0.471,2.0,0
V0811,Seabright Subsea Services Ltd.,0.963,0.543,3.688,0.741,9.442,0.243,0.679,4.0,0
V0812,Harcourt Subsea Company Ltd.,0.594,0.512,3.51,3.837,8.417,0.309,0.898,6.0,0
V0813,Primewell Process Services Ltd.,1.448,0.569,3.817,3.382,7.497,0.022,0.943,11.0,0
V0814,Southfield Engineering Ltd.,0.074,0.565,4.525,3.681,8.688,0.264,0.806,5.0,0
V0815,Warri Pipeline Solutions Ltd.,0.7,0.626,3.007,2.435,3.196,0.538,0.599,0.0,0
V0816,Niger Drilling Partners Ltd.,0.843,0.729,2.355,3.624,6.445,0.218,0.458,2.0,0
V0817,Gulf Technical Nig. Ltd.,0.276,0.913,2.59,2.226,4.773,0.492,0.379,4.0,1
V0818,Bonny Drilling Group Ltd.,1.57,0.187,5.216,2.647,2.542,0.372,0.797,4.0,0
V0819,Riverside Process Nig. Ltd.,0.05,0.335,3.005,1.693,0.0,0.294,0.908,0.0,0
V0820,Trident Offshore Partners Ltd.,1.049,0.685,3.568,1.185,0.802,0.148,0.92,2.0,1
V0821,Pinnacle Offshore Company Ltd.,1.053,0.626,3.61,0.472,3.115,0.471,0.951,3.0,0
V0822,Trident Marine Services Ltd.,0.5,0.601,2.182,2.405,3.261,0.085,0.85,0.0,1
V0823,Qua Iboe Industrial Group Ltd.,1.518,0.462,4.91,3.78,15.0,0.232,0.385,5.0,0
V0824,Brass Drilling Partners Ltd.,0.442,0.445,3.719,3.333,12.163,0.176,1.0,9.0,0
V0825,Niger Pipeline Solutions Ltd.,1.011,0.351,2.547,3.251,3.088,0.066,1.0,1.0,0
V0826,Bonny Technical Solutions Ltd.,1.564,0.301,2.365,2.708,6.368,0.314,0.397,1.0,0
V0827,Primewell Integrated Group Ltd.,0.104,0.749,2.947,0.674,0.814,0.067,0.949,1.0,0
V0828,Forcados Industrial Company Ltd.,0.833,0.829,4.273,3.287,5.887,0.311,1.0,1.0,1
V0829,Meridian Industrial Services Ltd.,0.479,0.582,2.947,1.568,2.247,0.198,0.616,3.0,0
V0830,Eastport Technical Services Ltd.,1.309,0.019,4.477,3.863,6.221,0.209,1.0,4.0,0
V0831,Onne Maritime Partners Ltd.,1.152,0.282,3.92,4.377,9.07,0.318,0.754,0.0,0
V0832,Forcados Subsea Systems Ltd.,1.386,0.454,2.554,2.573,6.589,0.47,0.533,3.0,0
V0833,Eastport Energy Group Ltd.,0.698,0.873,4.975,3.39,10.417,0.396,1.0,0.0,0
V0834,Delta Fabrication Group Ltd.,0.909,0.014,3.941,0.266,7.118,0.14,0.918,0.0,0
V0835,Akwa Maritime Solutions Ltd.,0.526,0.904,1.349,0.98,0.184,0.634,0.71,2.0,1
V0836,Atlas Marine Partners Ltd.,1.332,0.55,3.426,2.566,5.194,0.582,0.824,2.0,1
V0837,Qua Iboe Technical Ltd.,0.38,0.927,2.233,0.997,0.0,0.393,0.69,6.0,1
V0838,Niger Industrial Nig. Ltd.,0.752,0.281,3.915,2.163,8.9,0.009,0.394,9.0,0
V0839,Coastline Integrated Systems Ltd.,0.609,0.733,2.427,2.393,5.916,0.336,0.419,2.0,1
V0840,Akwa Pipeline Group Ltd.,1.429,0.652,3.712,3.203,5.336,0.302,0.669,3.0,0
V0841,Harcourt Integrated Nig. Ltd.,1.224,0.0,3.545,2.143,1.744,0.29,0.572,7.0,0
V0842,Summit Integrated Solutions Ltd.,0.724,0.687,3.723,2.494,6.277,0.306,0.095,0.0,1
V0843,Seabright Pipeline Systems Ltd.,0.931,0.345,3.084,1.949,12.484,0.24,0.732,5.0,0
V0844,Primewell Technical Partners Ltd.,0.798,0.071,2.956,2.314,6.525,0.126,0.89,0.0,0
V0845,Southfield Pipeline Company Ltd.,1.789,0.554,2.355,2.062,4.399,0.076,0.83,8.0,0
V0846,Vanguard Energy Partners Ltd.,1.099,0.208,3.816,2.644,3.645,0.271,0.527,0.0,0
V0847,Qua Iboe Process Systems Ltd.,0.618,0.721,3.334,2.914,1.496,0.538,0.994,8.0,0
V0848,Oceanic Fabrication Systems Ltd.,1.001,0.475,5.233,1.731,6.435,0.383,0.893,7.0,0
V0849,Meridian Subsea Nig. Ltd.,2.292,0.096,2.996,1.712,5.707,0.076,0.807,4.0,0
V0850,Trident Subsea Company Ltd.,0.331,0.782,2.732,1.396,0.0,0.458,0.393,0.0,1
V0851,Niger Marine Partners Ltd.,0.956,0.68,4.129,3.733,12.021,0.179,0.853,4.0,0
V0852,Oceanic Pipeline Ltd.,0.755,0.316,2.976,1.317,6.587,0.089,0.631,2.0,0
V0853,Eastport Offshore Company Ltd.,1.171,0.279,3.872,1.462,9.852,0.22,0.732,7.0,0
V0854,Trident Oilfield Partners Ltd.,0.289,0.769,4.343,2.662,4.876,0.282,0.648,1.0,1
V0855,Qua Iboe Offshore Nig. Ltd.,0.966,0.404,4.251,1.974,6.793,0.343,0.93,0.0,0
V0856,Bonny Drilling Systems Ltd.,0.818,0.774,2.401,1.143,4.431,0.423,0.767,3.0,1
V0857,Trident Process Partners Ltd.,0.817,0.976,2.371,0.0,0.0,0.268,0.381,4.0,1
V0858,Niger Engineering Nig. Ltd.,0.724,0.158,3.472,2.043,5.2,0.201,0.984,2.0,0
V0859,Anchor Industrial Services Ltd.,1.117,0.153,2.977,3.252,4.726,0.282,0.615,5.0,0
V0860,Warri Integrated Partners Ltd.,0.29,0.383,4.18,2.202,6.602,0.201,0.654,8.0,0
V0861,Anchor Oilfield Company Ltd.,0.881,0.366,3.721,3.131,6.302,0.217,0.667,10.0,0
V0862,Calabar Industrial Ltd.,2.093,0.449,2.929,0.102,9.958,0.346,0.653,1.0,0
V0863,Delta Petroleum Systems Ltd.,0.591,0.701,3.469,3.255,7.543,0.367,0.42,2.0,1
V0864,Riverside Pipeline Group Ltd.,0.464,0.076,5.506,2.585,7.121,0.208,0.656,5.0,0
V0865,Vanguard Maritime Nig. Ltd.,1.084,0.032,4.026,3.622,9.499,0.323,0.96,5.0,0
V0866,Southfield Fabrication Group Ltd.,1.401,0.389,3.09,0.556,11.24,0.049,0.708,7.0,0
V0867,Calabar Drilling Nig. Ltd.,1.344,0.684,2.417,4.104,13.79,0.207,0.359,2.0,1
V0868,Forcados Maritime Company Ltd.,1.081,0.461,3.026,1.538,2.316,0.389,0.745,3.0,1
V0869,Westgate Energy Group Ltd.,0.512,0.694,2.499,1.779,0.0,0.306,0.226,5.0,1
V0870,Southfield Energy Nig. Ltd.,0.692,0.284,2.286,2.813,0.0,0.431,0.621,1.0,0
V0871,Onne Marine Ltd.,0.731,0.259,4.493,4.132,14.132,0.249,0.738,3.0,0
V0872,Rivers Pipeline Ltd.,1.314,0.56,3.607,2.865,3.585,0.0,1.0,2.0,0
V0873,Westgate Energy Solutions Ltd.,0.125,0.434,2.837,2.03,4.038,0.031,0.526,4.0,0
V0874,Escravos Drilling Ltd.,1.109,0.335,4.984,2.041,9.563,0.318,1.0,5.0,0
V0875,Beacon Offshore Group Ltd.,0.358,0.713,2.022,0.377,0.0,0.534,0.604,1.0,1
V0876,Harcourt Energy Company Ltd.,0.521,0.565,2.878,1.985,4.231,0.577,0.494,0.0,1
V0877,Harcourt Subsea Group Ltd.,1.043,0.338,3.574,0.963,9.863,0.458,0.69,3.0,0
V0878,Coastline Engineering Systems Ltd.,0.357,0.504,3.15,3.231,6.122,0.249,0.876,0.0,0
V0879,Pinnacle Pipeline Solutions Ltd.,0.612,0.0,3.839,3.845,10.63,0.288,0.842,5.0,0
V0880,Eastport Integrated Group Ltd.,1.665,0.32,3.73,5.148,7.544,0.244,0.675,2.0,0
V0881,Riverside Energy Systems Ltd.,0.884,0.661,3.181,2.985,4.618,0.246,0.965,7.0,0
V0882,Westgate Technical Company Ltd.,0.574,0.586,2.075,2.9,4.434,0.174,0.483,1.0,1
V0883,Calabar Process Systems Ltd.,0.834,0.381,4.53,3.648,6.757,0.219,1.0,3.0,0
V0884,Seabright Fabrication Solutions Ltd.,1.172,0.603,5.156,4.262,5.512,0.171,0.459,5.0,0
V0885,Gulf Pipeline Partners Ltd.,1.134,0.497,2.67,3.53,11.696,0.112,0.891,1.0,0
V0886,Westfield Energy Nig. Ltd.,0.521,0.869,4.344,3.42,4.009,0.378,1.0,1.0,1
V0887,Onne Marine Group Ltd.,0.822,0.886,3.238,5.505,15.0,0.36,0.881,9.0,0
V0888,Akwa Offshore Ltd.,0.471,0.376,4.417,3.185,3.392,0.231,0.57,6.0,0
V0889,Onne Oilfield Solutions Ltd.,1.306,0.685,3.666,2.627,10.426,0.287,0.461,2.0,1
V0890,Atlas Integrated Group Ltd.,1.226,0.299,3.656,3.2,8.144,0.386,0.693,8.0,0
V0891,Warri Drilling Company Ltd.,0.958,0.515,3.871,2.321,15.0,0.195,0.782,5.0,0
V0892,Akwa Fabrication Group Ltd.,0.19,0.063,2.881,5.19,9.369,0.177,1.0,8.0,0
V0893,Delta Drilling Services Ltd.,1.339,0.657,4.451,2.761,7.122,0.247,0.779,3.0,1
V0894,Westgate Marine Systems Ltd.,1.719,0.106,2.66,1.64,4.572,0.0,0.748,8.0,0
V0895,Eastport Industrial Systems Ltd.,1.132,0.607,3.472,3.324,3.164,0.067,0.605,6.0,0
V0896,Calabar Marine Services Ltd.,0.369,0.721,2.08,1.654,0.0,0.425,0.716,5.0,1
V0897,Westgate Engineering Company Ltd.,1.155,0.553,3.124,4.921,9.508,0.073,0.798,6.0,0
V0898,Westfield Subsea Systems Ltd.,0.378,0.492,2.715,3.708,10.968,0.392,0.842,4.0,0
V0899,Primewell Integrated Partners Ltd.,1.057,0.439,4.549,0.148,11.201,0.392,0.713,10.0,0
V0900,Brass Engineering Company Ltd.,0.563,0.656,3.193,0.292,6.879,0.111,0.694,3.0,1
V0901,Westgate Integrated Systems Ltd.,1.645,0.213,3.398,3.882,7.656,0.39,0.735,7.0,0
V0902,Atlas Petroleum Systems Ltd.,0.602,0.942,3.351,1.703,1.681,0.523,0.443,2.0,1
V0903,Anchor Subsea Company Ltd.,0.776,0.538,4.704,1.739,5.539,0.065,0.931,2.0,0
V0904,Escravos Integrated Ltd.,1.18,0.865,3.641,3.069,5.981,0.338,0.827,4.0,0
V0905,Delta Technical Solutions Ltd.,0.396,1.0,1.859,0.995,0.0,0.654,0.312,0.0,1
V0906,Beacon Engineering Partners Ltd.,1.254,0.319,2.98,2.605,6.826,0.5,0.856,0.0,0
V0907,Vanguard Industrial Ltd.,1.773,0.377,3.957,3.14,2.104,0.31,1.0,3.0,0
V0908,Westgate Offshore Solutions Ltd.,0.05,0.548,3.407,3.436,7.803,0.387,0.634,4.0,0
V0909,Warri Engineering Services Ltd.,1.602,0.379,3.433,2.105,14.279,0.147,0.591,6.0,0
V0910,Brass Marine Nig. Ltd.,0.443,0.43,3.739,3.098,6.644,0.097,0.815,0.0,0
V0911,Warri Subsea Services Ltd.,1.364,0.509,4.123,4.84,5.146,0.343,0.818,5.0,0
V0912,Northgate Industrial Solutions Ltd.,0.113,0.949,3.024,0.961,0.0,0.425,0.161,1.0,1
V0913,Anchor Maritime Ltd.,1.078,0.544,3.693,2.001,6.906,0.177,0.731,0.0,0
V0914,Warri Industrial Services Ltd.,1.201,0.448,2.956,1.93,5.94,0.201,0.82,5.0,0
V0915,Coastline Drilling Company Ltd.,1.846,0.447,2.595,3.624,5.773,0.252,0.328,3.0,0
V0916,Delta Petroleum Company Ltd.,0.485,0.488,2.875,1.371,5.354,0.392,0.43,0.0,1
V0917,Coastline Energy Company Ltd.,1.241,0.573,2.081,3.948,2.662,0.294,0.748,8.0,0
V0918,Oceanic Energy Ltd.,1.148,0.833,3.655,3.122,1.853,0.445,0.752,2.0,0
V0919,Niger Fabrication Ltd.,0.05,1.0,3.111,0.245,5.604,0.62,0.132,1.0,1
V0920,Atlas Fabrication Partners Ltd.,0.89,0.461,3.155,3.511,7.312,0.296,0.557,8.0,0
V0921,Northgate Process Partners Ltd.,0.864,0.787,4.156,3.128,13.526,0.381,0.831,4.0,1
V0922,Primewell Drilling Nig. Ltd.,0.559,0.756,2.744,1.371,7.808,0.346,0.684,3.0,1
V0923,Beacon Petroleum Company Ltd.,1.746,0.383,4.554,2.238,6.245,0.35,0.701,5.0,0
V0924,Escravos Petroleum Nig. Ltd.,0.185,1.0,2.064,1.473,4.696,0.33,0.665,0.0,1
V0925,Trident Petroleum Systems Ltd.,1.26,0.445,3.575,2.157,1.942,0.029,0.774,6.0,0
V0926,Bayelsa Marine Partners Ltd.,1.454,0.642,4.584,2.541,11.879,0.232,0.455,4.0,0
V0927,Calabar Petroleum Systems Ltd.,1.253,0.53,2.429,0.606,12.396,0.287,0.706,2.0,0
V0928,Escravos Marine Systems Ltd.,0.113,0.138,1.495,1.023,7.954,0.252,0.776,2.0,0
V0929,Niger Process Ltd.,1.28,0.055,2.874,2.609,8.795,0.328,0.975,6.0,0
V0930,Atlas Technical Systems Ltd.,1.639,0.543,1.572,3.457,12.882,0.213,0.378,6.0,0
V0931,Trident Engineering Company Ltd.,1.513,0.383,3.297,3.346,3.758,0.33,0.678,2.0,0
V0932,Rivers Energy Company Ltd.,0.723,0.31,4.37,3.221,1.263,0.316,0.813,4.0,0
V0933,Vanguard Offshore Nig. Ltd.,1.745,0.532,3.401,1.137,8.352,0.287,0.594,7.0,0
V0934,Anchor Integrated Ltd.,0.67,1.0,2.612,0.691,1.202,0.394,0.64,1.0,1
V0935,Akwa Integrated Services Ltd.,1.886,0.707,3.063,3.371,6.548,0.265,0.626,7.0,0
V0936,Southfield Petroleum Partners Ltd.,0.841,0.591,2.847,3.053,8.889,0.335,0.839,5.0,1
V0937,Crestline Marine Systems Ltd.,1.024,0.356,4.176,0.623,9.697,0.229,0.769,5.0,0
V0938,Delta Integrated Group Ltd.,0.696,0.484,3.886,3.193,7.302,0.289,0.898,2.0,0
V0939,Pinnacle Oilfield Group Ltd.,1.213,0.791,3.8,2.965,10.174,0.162,0.907,4.0,0
V0940,Escravos Subsea Services Ltd.,0.555,0.806,1.0,0.063,4.73,0.488,0.642,0.0,1
V0941,Escravos Pipeline Solutions Ltd.,0.116,0.278,4.082,4.423,5.925,0.208,0.588,0.0,0
V0942,Crestline Energy Solutions Ltd.,0.809,0.42,4.541,1.69,7.613,0.293,0.456,6.0,1
V0943,Delta Engineering Systems Ltd.,0.942,0.707,5.492,2.388,10.333,0.107,0.608,2.0,0
V0944,Qua Iboe Industrial Solutions Ltd.,0.642,0.304,2.573,0.645,2.201,0.19,0.789,3.0,0
V0945,Highland Technical Company Ltd.,1.416,0.372,3.283,3.368,5.427,0.448,0.91,6.0,0
V0946,Trident Process Systems Ltd.,0.641,0.506,4.073,1.485,10.357,0.222,0.938,3.0,0
V0947,Anchor Engineering Group Ltd.,0.653,0.645,3.185,3.021,5.125,0.182,0.573,0.0,1
V0948,Vanguard Process Systems Ltd.,1.171,0.374,4.918,3.796,7.992,0.252,0.837,4.0,0
V0949,Onne Integrated Company Ltd.,0.237,0.522,2.357,0.62,6.029,0.165,0.682,1.0,1
V0950,Onne Engineering Group Ltd.,0.79,0.392,4.839,0.29,4.14,0.412,0.377,5.0,0
V0951,Westgate Technical Ltd.,1.098,0.244,4.916,1.824,4.977,0.236,0.676,2.0,0
V0952,Pinnacle Integrated Partners Ltd.,1.567,0.275,5.342,2.669,8.223,0.246,0.847,0.0,0
V0953,Brass Fabrication Partners Ltd.,0.533,0.523,3.419,2.644,1.372,0.436,0.385,4.0,1
V0954,Beacon Fabrication Ltd.,1.619,0.813,2.147,3.72,3.911,0.504,0.636,3.0,1
V0955,Summit Industrial Services Ltd.,1.084,0.701,3.964,3.029,4.673,0.184,0.791,0.0,0
V0956,Atlas Energy Solutions Ltd.,1.215,0.554,3.842,2.751,12.972,0.255,0.903,7.0,0
V0957,Calabar Technical Ltd.,1.577,0.38,4.905,2.909,12.015,0.222,0.78,3.0,0
V0958,Calabar Fabrication Partners Ltd.,1.052,0.536,4.35,0.972,8.595,0.13,0.756,5.0,0
V0959,Brass Pipeline Systems Ltd.,0.227,0.911,3.599,0.258,6.715,0.726,0.499,1.0,1
V0960,Warri Pipeline Partners Ltd.,1.076,0.485,4.628,0.405,7.885,0.293,0.812,2.0,0
V0961,Beacon Drilling Services Ltd.,0.782,0.332,2.32,3.815,5.159,0.142,0.84,6.0,0
V0962,Highland Oilfield Nig. Ltd.,0.284,0.466,3.179,1.105,3.177,0.468,0.871,2.0,1
V0963,Anchor Offshore Services Ltd.,0.308,0.401,3.739,3.733,0.232,0.208,0.769,0.0,0
V0964,Eastport Marine Partners Ltd.,1.089,0.394,3.902,2.983,6.903,0.182,0.742,6.0,0
V0965,Akwa Engineering Group Ltd.,0.48,0.168,1.664,3.049,0.0,0.353,0.881,1.0,0
V0966,Akwa Process Nig. Ltd.,1.406,0.184,4.04,2.467,8.641,0.086,0.822,6.0,0
V0967,Gulf Oilfield Nig. Ltd.,0.553,0.499,3.209,2.056,6.861,0.292,0.671,5.0,0
V0968,Warri Offshore Nig. Ltd.,1.369,0.481,2.255,3.356,9.465,0.332,0.55,4.0,1
V0969,Forcados Energy Services Ltd.,1.527,0.352,3.403,2.953,8.729,0.122,0.813,6.0,0
V0970,Pinnacle Marine Services Ltd.,0.826,0.493,3.659,2.753,5.578,0.064,0.813,7.0,0
V0971,Atlas Maritime Solutions Ltd.,1.018,0.486,3.591,3.41,8.334,0.391,0.668,0.0,0
V0972,Atlas Fabrication Group Ltd.,0.721,0.213,3.011,1.156,2.116,0.327,0.778,5.0,0
V0973,Westfield Industrial Solutions Ltd.,1.345,0.462,4.303,3.498,4.06,0.144,0.763,5.0,0
V0974,Delta Process Solutions Ltd.,0.275,0.649,2.934,0.482,6.768,0.788,0.66,1.0,1
V0975,Oceanic Maritime Group Ltd.,0.957,0.448,2.314,3.025,5.168,0.292,0.692,6.0,0
V0976,Summit Industrial Systems Ltd.,0.243,0.672,2.704,0.695,5.049,0.504,0.142,0.0,1
V0977,Seabright Engineering Company Ltd.,1.194,0.388,3.928,4.812,14.039,0.532,0.946,1.0,0
V0978,Highland Industrial Company Ltd.,1.615,0.572,4.226,0.558,7.19,0.237,0.738,3.0,0
V0979,Riverside Process Ltd.,0.656,0.695,2.754,2.237,2.714,0.131,0.375,4.0,1
V0980,Oceanic Integrated Company Ltd.,0.397,0.634,2.771,2.013,0.0,0.222,0.825,1.0,1
V0981,Escravos Fabrication Group Ltd.,0.293,0.662,2.088,1.66,3.681,0.597,0.513,2.0,1
V0982,Riverside Fabrication Solutions Ltd.,0.472,0.517,3.236,0.86,1.281,0.14,0.573,2.0,1
V0983,Crestline Subsea Company Ltd.,0.672,0.941,2.225,1.696,2.053,0.37,0.733,0.0,1
V0984,Qua Iboe Marine Systems Ltd.,0.581,0.819,3.418,0.908,8.372,0.194,1.0,8.0,0
V0985,Delta Energy Company Ltd.,0.401,0.494,3.921,3.761,10.549,0.293,0.587,0.0,0
V0986,Onne Fabrication Services Ltd.,0.862,0.8,3.233,1.801,7.695,0.376,0.576,5.0,1
V0987,Trident Pipeline Services Ltd.,0.865,0.492,3.033,2.251,8.26,0.357,0.613,5.0,0
V0988,Westgate Fabrication Partners Ltd.,0.902,0.462,2.427,4.452,8.216,0.313,0.824,6.0,0
V0989,Warri Maritime Services Ltd.,0.785,0.41,4.24,2.88,8.713,0.278,0.946,2.0,0
V0990,Pinnacle Fabrication Group Ltd.,0.646,0.391,4.561,1.348,4.861,0.308,0.823,9.0,0
V0991,Westgate Integrated Partners Ltd.,0.336,0.683,3.257,2.863,3.968,0.249,0.728,2.0,1
V0992,Bonny Offshore Partners Ltd.,0.469,0.215,4.388,1.136,9.826,0.399,0.841,6.0,0
V0993,Warri Drilling Partners Ltd.,1.054,0.617,2.812,1.59,10.305,0.314,0.761,5.0,1
V0994,Seabright Drilling Nig. Ltd.,0.05,1.0,3.624,0.463,0.961,0.527,0.72,1.0,1
V0995,Akwa Marine Solutions Ltd.,0.906,0.891,3.791,0.973,11.489,0.509,0.661,4.0,1
V0996,Southfield Process Company Ltd.,0.363,0.345,3.682,3.929,8.771,0.15,0.651,7.0,0
V0997,Calabar Energy Solutions Ltd.,1.574,0.16,3.108,2.693,2.961,0.219,0.871,6.0,0
V0998,Anchor Industrial Partners Ltd.,1.179,0.674,4.716,2.953,6.407,0.22,0.803,3.0,1
V0999,Bayelsa Engineering Partners Ltd.,0.43,0.74,2.792,2.888,0.0,0.274,1.0,2.0,1
V1000,Bonny Petroleum Company Ltd.,1.352,0.331,3.212,3.997,9.923,0.207,0.846,7.0,0
